question,true_short_answer,predicted_short_answer
"[header] Bir reklam ajansında nasıl iş bulunur? [title] İlgili bir lisans diploması alın. [adım] Reklam ajansları çeşitli alanlardan insanları işe alır, ancak doğrudan işle ilgili bir dereceyle başvuruyorsanız şansınız daha yüksektir. Hangi reklamcılık sektöründe çalışmak istediğinize bağlı olarak bu sanat, yazarlık, iş dünyası ve hatta sosyoloji olabilir.
Şıklar:
A- Bu tür endüstriler için muhtemelen birkaç ilgili ana dal ve derece mevcut olacaktır. [alt adımlar] Bununla birlikte, iş bulma şansınızı azaltacak bir öğrenciye iş başvurusu göndermemelisiniz.
B- [alt adımlar] İlgili bir alandaki diploma, sizi işe alan ajansın saygın olduğundan emin olmanıza da yardımcı olabilir. Ancak reklamcılık, tasarım veya matbaacılık gibi ilgili bir alanda da diploma alabilirsiniz.
C- [alt adımlar] Reklamcılık, gazetecilik veya iletişim alanlarında uzmanlaşmayı düşünün. Pazarlama, satış, iletişim, sanat tarihi ve fotoğrafçılık alanlarında dersler arayın.
D- [alt adımlar] İlgili bazı dallar arasında gazetecilik, iletişim, bilgisayar bilimi ve İngilizce yer alır. Üniversiteye gidiyorsanız, özellikle de öğretmenlik deneyimi kazanmak istiyorsanız, lisans derecesi dersler için iyi bir tamamlayıcı olabilir.",C,B
"Yakın plan banyo malzemeleri ve çalışan bir musluk gösteriliyor. Daha sonra bir kişinin ellerinin ellerine sabun sürdüğü görülüyor. nihayet onlar
Şıklar:
A- Bir gömleğe su sıçrattığı ve tezgahın üzerindeki kıyafetleri ovuşturduğu görülüyor.
B- sabunu ellerinin her yerine sürmeye başlayın.
C- sabunu musluğun altında yıkayın.
D- ellerini usturayla tıraş etmeye başla.",C,B
"[header] Verandadaki yabani otlar nasıl temizlenir [title] Nemli topraktaki yabani otları çıkarın. [adım] Yabani otları geçici olarak öldürmek için uygulayabileceğiniz birçok ürün vardır, ancak yine de yabani otlardan kurtulmanın, ne kadar sıkıcı olursa olsun, onları elle çıkarmaktan daha etkili ve uzun süreli bir yolu yoktur. Verandanızdaki yabani otları temizlemek için ıslak toprakla başlayın.
Şıklar:
A- [alt adımlar] Ya şiddetli bir yağmurdan hemen sonra verandanızdaki yabani otları temizleyin ya da verandanızın çatlaklarındaki toprağı nemlendirmek için bir bahçe hortumu kullanın. [title] Köklerin altına inmek için araçları kullanın.
B- Yabani otları ve yapışan yaprakları çatlaklardan ve yarıklardan çıkarmak için ıslak toprağı fırçalayın. Alanı nemli bir bez veya kağıt havluyla silin ve bezi ve ne için kullanılıyorsa atın.
C- Islak toprak yabani otları düzleştirir. Sadece çok kuru olmamasına dikkat edin.
D- Küreğinizi veya malanızı toprağa yerleştirin ve elde etmek istediğiniz şekilde olduğundan emin olun. Daha sonra mümkün olduğu kadar fazla suyu silkeleyin.",A,B
"[header] Pandispanya nasıl yapılır [title] Fırını ısıtın ve tavalarınızı hazırlayın. [adım] Fırını 180 ° C'ye, 350 ° F'ye veya gaz işareti 4'e ayarlayın. İki adet 9 inçlik kek kalıbını veya 2 adet 12 x 17 inç kenarlı fırın tepsisini yağlayın.
Şıklar:
A- Tavalarınızın tabanını parşömen kağıdıyla hizalayın, kağıdı yağlayın ve üzerine un serpin. Unu hafifçe sallayın ve fazlalığı tavadan çıkarın.
B- Çok amaçlı unun 1/4 fincanını (120 ml) alın ve bunu ilk 9 inç genişliğindeki kek kalıbının tabanına yerleştirin. Karışımı, üzerini kapatabileceğiniz ve kalan şekeri saklayabileceğiniz daha küçük kaselere ayırmak için plastik bir spatula kullanın.
C- Bunları fırına yerleştirin ve kekleri yaklaşık 1 saat pişirin. [alt adımlar] Kekleri 4 saat veya daha uzun süre pişirmeden önce 1 saat kızartmak en iyisidir.
D- Fırın termometresini mümkün olan en düşük sıcaklığa ayarlayın ve sıcaklığı her saat başı kontrol edin. Daha fazla karıştırmak için fırının yakıt deposunda biraz ateş yakarak pişirme süresinin daha uzun olmasını sağlayın.",A,A
"[header] Çilek nasıl kurutulur [title] Saplarını çıkarın. [adım] Çilekleri bir kesme tahtası üzerine yerleştirin ve keskin bir bıçak kullanarak yeşil yapraklı kapaklarını dilimleyin. Sadece olgun, lezzetli meyveyi korumak istiyorsunuz.
Şıklar:
A- Fırına giren diğer parçalar bitmiş dokuyu etkileyebilir. [alt adımlar] Bu tarif için yaklaşık 1½ bardak (340 g veya kabaca yarım kilo) taze meyve kullanmak isteyeceksiniz.
B- [başlık] Çileklerin üzerine pişirme spreyi ile su püskürtün. [adım] Nemli tutmaya yettiği sürece, pişirme gerektirmeyen herhangi bir sprey uygundur.
C- [alt adımlar] Ne kadar keseceğiniz, çileklerinizin ne kadar olgun olmasını istediğinize bağlı olacaktır. Çilekler, yakın zamanda olgunlaşmış veya hâlâ çiğnenebilir olan meyvelerden çok daha hızlı düşer.
D- Ancak ahududuların dış kısımlarının çok kuru kaldığını ve dış kısımları kuruduğunda çileklerinizin çürüyebileceğini unutmayın. Her bir çileğin üst kısmını çekin, ardından her bir sapın etini keskin bir bıçakla kesin.",A,C
"[header] Yeni bir köpekle nasıl başarılı bir ilk gün geçirilir? [title] Bir sandık ve yatak takımı satın alın. [adım] Yeni köpeğiniz için bir sandık ve yatağın hazır olması önemlidir. Sıcak, kapalı alan, köpeğinize bir ""in"" hissi verir ve aynı zamanda yeni köpeğinizin evde kalmaması durumunda tuvalet eğitimini de kolaylaştırır.
Şıklar:
A- [alt adımlar] Aynı anda çok fazla şey satın almayın. Bu, yeni köpeğinizin tuvaletini yapması için bir sandık veya günlük olarak tuvalet eğitimi için bir sandık olabilir.
B- İçine yumuşak bir yatak veya eski bir tişörtün yanı sıra bazı çiğneme oyuncakları ve birkaç ikram koyarak sandığı özellikle hoş bir hale getirebilirsiniz. Yavru köpeğinize sandığa her girdiğinde bir ödül verin, böylece sandığı ödüllerle ilişkilendirmeyi öğrenirler.
C- [title] Piyasada bulunan veteriner kasalarını arayın. [adım] Bunları yerel evcil hayvan mağazanızda bulabilirsiniz.
D- Neden? Çünkü senegalinizden daha büyük, portatif bir kümes/köpek kulübesi isteyeceksiniz! [alt adımlar] Senegalinizi tek kişilik yatakta veya kulübede yaşamaya alıştırın. Yataklar organik olmalı, aksi takdirde tazıya dönüşebilir.",B,B
"[header] Güzel, parlak bir cilde nasıl sahip olunur? [title] İç. [adım] Günde 6 ila 8 bardak su almayı hedefleyin. Su cildinizi temizleyecek ve parlatacaktır çünkü vücudunuzun toksinleri hızla dışarı atmasını kolaylaştırır.
Şıklar:
A- Meyve suları veya enerji içecekleri de toksinlerin atılmasına yardımcı olacaktır. Ayrıca 12 onsluk bir bardak mineral alkollü içki alıp çay ve haplarla birlikte içebilirsiniz; iltihabı ve diğer vücut tahrişlerini azalttığı düşünülmektedir.
B- Kendinize bir bardak su alın ve suya bir miktar limon suyu ekleyin. Bunu olabildiğince çabuk iç.
C- [alt adımlar] Her zaman elinizin altında su olduğundan emin olmak için gün boyu yanınızda bir su şişesi taşıyın. Sudan yorulduğunuzda sıvı alımını artırmak için bitki çayı veya diğer şekersiz içecekler için.
D- [alt adımlar] Yeterli miktarda su elde etmek için, her gün 8 bardak su içeceğinizi belirten ABD su standardından kaçının. Hamileyseniz aşırı su içmeyin ve doktorunuzun önerdiği 8 bardak su dışında hiçbir şey içmeyin.",C,A
"Sakallı bir adam kameraya yakından konuşuyor. Adam sakalını tıraş etmek için elektrikli tıraş makinesi kullanıyor. adam
Şıklar:
A- kameraya konuşuyor.
B- suyla dolu bir lavaboya tükürür ve süzülür ve bir kalem çiğner.
C- daha sonra jiletle yüzünü ovuyor.
D- kamerayla konuşmak için tıraş olmayı bırakır.",D,A
"[header] Amniyotik sıvı nasıl artırılır [title] Tedavinin hamileliğinizin ne kadar ilerlediğine bağlı olduğunu anlayın. [adım] Doktorunuzun tedavi için vereceği öneriler hamileliğinizin ne kadar ilerlediğine bağlı olacaktır. Genellikle doktorunuz bu bölümde listelenen tedavilerden birini ve bu makalenin ikinci bölümünde özetlenen evde rehidrasyonu önerecektir.
Şıklar:
A- [alt adımlar] Henüz adet döneminizi doldurmadıysanız, doktorunuz sizi ve seviyenizi çok yakından izleyecektir. Bebeğinizin aktivitesini izlemek için stressiz ve kasılma stres testleri gibi testler yapılabilir.
B- [alt adımlar] Hamilelik boyunca 1 haftada 10-32 tedaviyi hedeflemeye çalışın. [title] Kullandığınız antibiyotiklerin sizin için güvenli olduğundan emin olun.
C- [alt adımlar] Doktorunuz size söylemediği sürece bu tedavileri düzenli olarak almanız gerekecektir. Bu tedavilerin şiddeti farklılık gösterir ancak genellikle daha az ağrılıdır.
D- [alt adımlar] Bazı amniyotik sıvı tedavilerinin hafife alınması gerekirken, diğerlerinin durumunuzu hafifletmesi özellikle tavsiye edilir. Doktorunuz özel durumunuza yönelik bir öneri listesi yazacaktır.",A,A
"[header] Nasıl yaratıcı yönetmen olunur [title] Lisedeyken hazırlanmaya başlayın. [adım] Her türlü yaratıcı kurs, yaratıcı bir yönetmen olarak kariyerinizin önünü açmaya yardımcı olabilir. Okulunuz aracılığıyla sanat, sanat tarihi veya fotoğrafçılık kursuna katılın veya yaz programlarını araştırın.
Şıklar:
A- Eğer yapabiliyorsanız, eğitiminizi ilerletmek için lise dışındaki derslere katılın. [alt adımlar] Eylül ayının ortasında liseden mezun olun.
B- Her türlü dijital medyadaki seminerler bu kariyer yolunda özellikle yararlı olabilir. [alt adımlar] Sadece iyi notlar almak aynı zamanda iyi bir üniversiteye girmenize de yardımcı olacaktır.
C- Yaratıcı yazarlık, bilim ve güzel sanatlar alanlarındaki derslere de bakın. Liseye geçtikten sonra başvurunuz incelenecek ve onay verilecektir.
D- Çoğu okulda sanat dersleri vardır veya hala vardır. Aşina olmadığınız sınıflar mevcut olmasa bile en yeni olanları kullanmayı deneyin.",B,B
"[başlık] Rad patenci pantolonu nasıl yapılır [başlık] Kot pantolon, makas, uygun iplik ve bir dikiş makinesi toplayın. [title] Kot pantolonu giyin ve uyumunu inceleyin. [adım] Patenci pantolonları genellikle kasıklara tam oturur.
Şıklar:
A- Uyumunu da kontrol edin, kot pantolonunuzu lekelemeyin. Kot pantolonunuz çok bolsa, kot pantolonla olması gerektiği gibi çalışmayacaktır ve bu pantolonlar harika bir ikili olmayacaktır.
B- Belindeki kot pantolonla yüksek belli kot pantolon giymeyi deneyin. [title] İpliği/kayışı makas kullanarak uygun boyuta kesin.
C- %76 gibi bir uyum için vücudunuza tam oturan bol bir kot pantolon giyin. Bunları zaten satın aldıysanız, onlar için neyin uygun olduğunu öğrenin.
D- [title] Pantolonu çıkarın ve ters çevirin. [title] Dikiş makinesini kullanarak daha sıkı bir iç uyluk dikişi dikin.",D,C
"[başlık] ibs ile nasıl akşam yemeği yiyebilirsiniz [başlık] Kendi arabanızı sürün. [adım] Eğer ibs ile dışarıda yemek yeme konusunda endişeleniyorsanız restoranlara kendi arabanızla gitmek yararlı görünmeyebilir. Ancak ihtiyaç duyduğunuzda ayrılabilme olanağına sahip olmak iyi bir fikirdir.
Şıklar:
A- [alt adımlar] Araç kullanırken, engebeli olmayan kısa, düz yollarda gezinmeyi deneyin. Eğer çok hızlı gitmek istiyorsanız, sırayla gitmek isteyebilirsiniz.
B- [alt adımlar] İBS semptomlarının bir göstergesi de her an ortaya çıkabilmeleridir. Bir şey yedikten hemen sonra olmayabilir.
C- Ayrıca, yiyecek, içecek veya menünüzde listelenen herhangi bir şeyi sipariş edebilmeniz için yanınızda bir yiyecek ve içecek listesi bulundurduğunuzdan emin olun. [alt adımlar] Araç kullanırken ağır iş kıyafetleri giymek de iyi bir fikirdir.
D- Yemeğinizi zamanında tamamlayabilirsiniz. [title] Yemeğinizle aranıza mesafe koyun.",B,B
"Video, bir çatı kaplama şirketinin şirket logosunu göstermeye başlıyor. Çatıya çıkıntı uygulama adımlarını anlatan bir ses duyuluyor. ses olarak
Şıklar:
A- Konuşmaya devam ettiğinde, erkekler zemin kattaki bir evin çatısına tahta yerleştirirken gösteriliyor.
B- Devamında yakınlarda iki küçük köpek gösteriliyor.
C- hacim kazanıyor, ekranda ""çatı kaplama firmasının süresi 2014'te doluyor"" yazıları okunmaya başlıyor.
D- Adımları okurken, videoda yaşlı bir adamın çatıya doğru bu adımları uyguladığı görülüyor.",D,A
"[header] Korkan bir kedinin [title] ısırmasını nasıl önleyebilirsiniz Sakin olun. [adım] Korkudan sizi ısıran bir kediye çılgınca tepki vermeyin. Şok ve acı içinde hareket ederseniz, muhtemelen kedinin korkusu artacak ve buna karşılık olarak ısırması da artacaktır.
Şıklar:
A- [alt adımlar] Öncelikle etkileşim boyunca sakin kalmaya çalışın. Kısa sürede kedi caydırılmayacak ve sizi kullanmayı bırakacaktır.
B- Sistemli ve sakin bir şekilde tepki verirseniz, kedinin korkup saldırganlaşması daha olasıdır. Kedi tepkinizi korku olarak yorumlayabilir ve bu davranışı taklit etme olasılığı daha yüksek olacaktır.
C- [alt adımlar] Bunun yerine, derin bir nefes alın ve kedinin gitmesine izin verecek bir planla sakin bir şekilde ilerleyin. Geleceğini tahmin etmediğiniz bir kedi ısırmasına sert bir şekilde tepki vermemek zor olabilir.
D- Bunun yerine kediden uzakta sakin bir çıkış yapın. [alt adımlar] Sizi ısıran bir kediye sakin bir şekilde tepki vermezseniz, sizinle etkileşime geçmek için daha az zaman ve enerji harcayacaktır.",C,C
"[header] 14 günde nasıl daha sağlıklı olunur [title] Arabanızdan kurtulun. [adım] Yaşadığınız yere bağlı olarak bu zor olabilir, ancak arabada daha az ve yürüyerek daha fazla zaman geçirmek kilo vermenize, stresi azaltmanıza ve ruh halinizi yükseltmenize yardımcı olacaktır. Eğer seçeneğiniz varsa araba kullanmak yerine işe ya da markete yürüyerek gidin.
Şıklar:
A- Araba kullanamıyorsanız, evinizdeymiş gibi arabanızda kalın. [alt adımlar] Nereye giderseniz gidin yanınızda bir öğle yemeği çantası taşımayı unutmayın.
B- [alt adımlar] İşe giderseniz de sağlıklı kalın. Bu günlerde patikalarda koşuya çıkmakta sorun yok.
C- Aksi takdirde, yürüyüşe çıkmak için günde otuz dakika ayırın. [alt adımlar] Sizinle yürüyüşe çıkması için bir arkadaşınızı arayın.
D- Haftada en az bir tam gün egzersiz yapın ancak bazı fiziksel sınırlar içinde kalmaya çalışın. [alt adımlar] Sigara içmeyin, alkol içmeyin veya diğer yasaklı maddeleri kullanmayın.",C,C
"[header] İnce saçlar gece boyunca nasıl taranır? [title] Duş alın. [title] Saçınızı bir havluya sarın ve giyinin, falan. [title] Yaklaşık iki dakika sonra saçınız hâlâ oldukça ıslakken havludan çıkarın.
Şıklar:
A- [title] Ellerinizi kullanın ve saçınızı ılık suyla bolca ıslatın. [title] Saçınızı küçük tutamlara ayırmak için parmaklarınızı kullanın ve bu bölümü ortaya, geri kalanını da etrafına yerleştirin.
B- [title] Islak saçınızı tarayın ve dolaşanları çıkarın. [title] Ayrılmış bölümlere arındırıcı şampuan uygulayın.
C- [title] Saçınızı istediğiniz yere ayırın. [title] Saçınızı dolaşmayacak veya düğüm kalmayacak şekilde fırçalayın.
D- [title] Saçınızdaki kalıntıları nazikçe püskürtün. [title] Plastik bir spatula ile şampuanın mümkün olduğu kadar fazlasını gevşek bir şekilde ezin.",C,A
"[header] Tavuklu ve tatlı patatesli güveç nasıl yapılır [title] Tatlı patatesleri temizleyip doğrayın. [adım] İki ila üç büyük tatlı patates alın ve bunları bir patates soyucuyla soyun. Derileri çıkarıldıktan sonra soğuk su altında durulayın.
Şıklar:
A- [alt adımlar] Etten mümkün olduğunca fazla nemin alınması için her bir patatesi temiz kağıt havluyla hafifçe vurun. [başlık] Tatlı patateslerin altını kızartın.
B- Kağıt havluyla kurulayın veya keskin bir bıçak kullanarak eşit boyutlarda düzgünce doğrayın ve bir kenara koyun. [alt adımlar] Zaman ayıramıyorsanız, iki tatlı patatesi hazırladığınız aynı tencerede yeniden haşlayabilirsiniz.
C- Temizledikten sonra, her bir patatesi parçalara ayırmak için bir kesme tahtası ve mutfak bıçağı kullanın. Boyut size kalmış, ancak güveç için bir ila iki inçlik parçalar tavsiye edilir.
D- Tavuğu şu şekilde hazırlayabilirsiniz: [alt adımlar] Tatlı patateslerin dış kabuğunu çıkarın. Daha sonra patatesleri ince şeritler halinde dilimleyin.",C,C
"[header] Kız arkadaşınız için sevimli isimler nasıl düşünülür? [title] Ne söyleyeceğinizi ve nasıl söyleyeceğinizi düşünün. [adım] Bazı kız arkadaşlar sevimli isimlerden hoşlanır, bazıları hoşlanmaz, bu yüzden bunu onda denemeden önce kız arkadaşınızın tercihlerini öğrenin! [title] Güncel yaygın televizyon adlarından kaçının. [adım] Örneğin, kız bebek.
Şıklar:
A- [title] Takma adların kızlar için yaygın olmadığını unutmayın. [adım] Kaşif alice veya prenses gibi takma adlar kullanabilirsiniz.
B- [title] Hem cinsiyetli hem de birbirine uymayan isimleri düşünün. [adım] Kız arkadaşınızın ne istediğini görmeye çalışın.
C- [title] İsimleriyle kafiye yapmaktan kaçının. [adım] Örneğin, eğer isimleri Sally ise, Sally Wally gibi bir şey söylemek çok üzücü.
D- Temelleri bilmek ve güncel olan hiçbir şey bulmamak en iyisidir. Bazı durumlarda, kabarık, pam, allie vb. isimleri arayabilirsiniz.",C,B
